AgeMonths,RelativeDeviation,FeedsStdDev,PctDaysOutOfRange,Label
2,-2.03791,0.376083,0.615626,Warning
11,-2.49954,0.599078,0.755527,Warning
7,-0.212579,0.261813,0.00978299,Normal
23,-0.54445,0.71972,0.16072,Normal
12,2.68927,0.0411852,0.730847,Warning
23,2.30536,0.570517,0.620043,Warning
23,-2.68056,0,0.970892,Warning
12,-0.457873,0.570652,0,Normal
22,0.214087,1.86479,0.444068,Normal
9,-0.68879,1.03279,0.353884,Normal
17,-0.47458,0.577523,0.298172,Normal
10,2.72362,0.323278,0.771589,Warning
5,0.679242,0,0.46468,Normal
11,0.765831,0.219012,0.256424,Normal
23,0.0276649,1.15566,0.288815,Normal
7,-0.468568,0.734917,0.401846,Normal
6,-0.192647,0.75209,0.240358,Normal
13,0.302491,0.567641,0.28269,Normal
6,-0.679056,0.873814,0.507488,Normal
21,-0.456241,0.774476,0.210335,Normal
18,-0.0196532,0.659936,0.520266,Normal
8,0.521729,0.0171183,0.41859,Normal
15,0.166416,1.60527,0.240148,Warning
11,1.56667,0.235148,0.0947072,Normal
9,2.74308,0.685142,0.342025,Normal
7,-2.10975,0.189847,0.859604,Warning
7,0.842379,0.44177,0.0965927,Normal
6,-0.476691,0.255784,0.645715,Warning
10,-2.94484,0.50864,0.73005,Warning
10,0.198691,0.287798,0.37776,Normal
6,-0.319529,0,0.404914,Normal
0,0.564907,1.00035,0.291747,Normal
13,0.946076,0.676382,0.0507665,Normal
8,0.399872,0.317409,0.20596,Normal
1,2.32959,0.780746,1,Critical
11,0.263603,0,0,Warning
1,-0.275969,0,0.253302,Normal
9,2.06072,1.21371,1,Critical
6,-3.13283,0.710083,0.564222,Normal
0,0.702636,1.09503,0.46832,Normal
18,-2.32686,1.18602,0.557035,Normal
21,1.02865,0.460226,1,Warning
6,1.88872,0.583678,0.706002,Warning
0,0.10676,0.740213,0.1127,Normal
8,-0.624848,0.196812,0.380799,Normal
7,3.58414,0,0.769468,Warning
16,-0.577063,0.166925,0.305511,Normal
12,0.596109,0.960368,0.0620281,Normal
1,1.73971,0.666094,0.756426,Normal
11,-3,1.04639,0.847264,Warning
1,0.31451,0.542872,0.323709,Normal
20,-3,0.698514,0.709663,Normal
12,0.201843,0.159308,0,Normal
4,-2.00864,0.888349,0.981729,Critical
2,2.54678,0.505209,0.753627,Warning
17,0.113945,0,0.21285,Normal
2,0.841881,0.915251,0.665848,Warning
4,-0.261961,0.630066,0.176322,Normal
2,-0.190161,0.67391,0.161038,Normal
20,2.25953,1.31064,0.808065,Warning
17,-0.623331,0.771841,0,Normal
23,2.08115,0.0869803,0.874658,Warning
10,0.87139,0.849803,0.629777,Warning
23,3.00208,0.599505,0.806276,Warning
4,-0.988507,0.482425,0.531652,Normal
12,0.63677,0.388112,0.463191,Normal
9,1.34053,0.577826,0.857516,Warning
19,1.49248,0.433432,0.325183,Normal
6,0.797142,0.677092,0.280815,Normal
2,-0.957571,0.428985,0.382465,Normal
23,1.90053,0.536685,0.903426,Critical
17,0.89904,0.602991,0.113665,Normal
11,0.317944,0.953389,0.26573,Normal
20,1.77913,0.262106,0.560678,Normal
4,3.20421,0.395434,0.715544,Warning
3,0.848763,0.449841,0.529494,Normal
18,1.08013,0.132044,0.477321,Normal
16,2.29313,0.359564,1,Critical
5,-2.20325,0.120339,0.44231,Normal
8,-1.78429,1.2093,0.357083,Normal
7,0.962338,0.230985,0.14893,Normal
6,0.226021,0,0.686988,Normal
4,1.19326,0,0.457165,Normal
16,0.28954,1.07466,0.38096,Normal
12,-2.41734,0.685596,0.962758,Critical
17,0.780157,0.468062,0.160561,Normal
1,0.269305,0.651005,0.525427,Normal
3,-3.21528,0.285307,0.984781,Critical
1,-1.61974,0.186762,0.674528,Warning
12,0.0332943,1.3095,0,Normal
6,-0.730612,1.27065,0.280318,Normal
11,0.228429,0.41847,0.299994,Normal
21,2.16776,1.15816,0.743412,Warning
14,-0.381929,0.489897,0.414581,Normal
20,1.14642,0.818486,0.630929,Warning
19,-0.833163,0.101223,0.222656,Normal
1,0.521293,0.730127,0.3202,Normal
7,-0.385549,1.08462,0.333604,Normal
18,4.011,0.360137,0.0980861,Normal
18,0.178518,0.511953,0.650773,Normal
7,1.6866,0.402422,0.457891,Normal
22,0.563254,0.769854,0.339927,Normal
20,3.47888,0,1,Critical
9,-2.3671,0.550119,1,Critical
2,0.535115,0.272398,0.74742,Warning
9,0.276407,0.99149,0,Normal
3,-0.0258329,0.725078,0.104369,Normal
1,0.360327,0.391624,0.200692,Normal
20,-0.369705,0.663954,0.042494,Normal
8,-0.348333,1.00497,0.345081,Normal
19,2.02166,0.318709,0.690588,Warning
1,0.200122,0,0.144669,Normal
5,-1.49201,0.182126,0.635047,Warning
5,-0.463644,1.63068,0.0264463,Normal
21,-0.284727,0.449389,0,Normal
16,1.43564,0.773834,0.860673,Warning
23,-1.01512,0.594296,1,Warning
23,-0.121168,0.770019,0.100278,Normal
9,2.20282,0.129985,0.795315,Normal
2,2.42197,0.430635,0.86661,Warning
21,-1.86503,0.576033,0.907913,Critical
15,-0.225639,0.808734,0.658287,Normal
4,0.923009,1.01808,0,Normal
14,3.25357,0.606103,1,Critical
3,-0.400204,0.719141,0.340254,Normal
20,0.373095,0,0.196351,Normal
15,-0.0245125,0.901298,0.541294,Normal
14,0.39334,0.472757,0.13525,Normal
23,0.786675,0.309002,0.260333,Normal
21,4.50312,0.636488,0.288483,Normal
3,-1.16741,0.061789,0.566433,Normal
20,-2.64797,0.52185,0.651998,Warning
8,-0.121406,0.033755,0.374291,Normal
16,0.0939026,0.252962,0.120947,Normal
2,0.504195,0.719154,0.199813,Normal
1,1.74623,0.143408,1,Critical
7,1.03734,1.08937,0.520754,Normal
4,2.56143,0.514384,0.597546,Normal
19,-0.341831,0.536121,0.0703266,Normal
0,1.53147,0.602048,0.91722,Critical
4,-0.333169,0.487415,0.179811,Normal
10,0.917502,0.976929,0.114203,Normal
7,0.0187418,0.0802945,0.308347,Normal
17,0.275133,0.228893,0,Normal
18,-0.18906,1.5573,0,Normal
3,0.977292,0.113102,0.286317,Normal
19,-0.657998,0.532344,0.344259,Normal
9,-0.129171,0.435266,0.76583,Normal
1,-0.28169,1.03092,0.762543,Normal
1,2.19413,0.147173,1,Critical
11,1.25037,0.100651,0.976531,Critical
5,-0.7294,0.249027,0.220462,Normal
12,-0.591605,0.670273,0.663914,Warning
18,-0.929642,0.480471,0.869737,Warning
1,-0.391061,0.301533,0.332822,Warning
7,1.95997,0.303173,0.799401,Warning
9,0.618854,0.223598,0,Normal
8,0.701302,0.457595,0.11483,Normal
12,-0.853914,1.15272,0.361182,Normal
11,-2.5527,0.980851,0.87336,Warning
5,0.565063,0.258899,0.17253,Normal
11,-2.58641,0.826083,0.742446,Warning
18,-0.459554,0.708765,0,Normal
11,-0.608355,0.381151,0.244289,Normal
8,0.937098,0.932317,0,Normal
15,1.06351,0,0.525535,Normal
23,0.735801,0,0.250062,Normal
19,0.823898,0.358303,0.233455,Normal
13,0.758489,1.34262,0.286607,Normal
21,-1.38956,1.20899,0.829083,Warning
12,-1.27508,1.00681,0.612843,Warning
18,-2.84523,0.543014,0.981283,Critical
6,-0.0450397,0.897828,0.420211,Normal
11,2.27146,0.59549,0.333087,Normal
3,-3.87884,0.399369,0.350565,Normal
16,-0.218513,0.233058,0,Normal
18,-0.189267,0,0.320329,Normal
0,0.816186,0.648512,0,Normal
22,-2.26555,0.256041,0.581355,Normal
20,0.152895,1.09731,0,Normal
22,-2.81157,0.986402,0.829623,Warning
13,0.0370267,0,0.214418,Normal
16,-2.4632,1.02484,0.736802,Warning
11,-0.63142,0.48571,0,Normal
11,0.236994,0.740496,0.0332212,Normal
7,2.14317,0.800127,0.937826,Critical
15,2.69135,0.603355,1,Critical
14,1.82072,0.782056,0.461932,Normal
12,0.782919,0.103768,0.283098,Normal
7,-0.100447,0.0567545,0.453559,Normal
5,0.280459,0.599271,0.0312364,Normal
4,0.903603,0.423133,0.429885,Normal
1,0.353907,1.11209,0,Normal
2,0.847708,0.94618,0.28712,Normal
17,2.38249,0.897171,0.681279,Warning
13,-2.27427,1.17585,0.941594,Critical
19,-0.106865,0.877161,0.608057,Normal
14,1.53788,0.774384,0.510679,Normal
17,-0.163485,0.329525,0.148656,Normal
20,-0.432706,0.866596,0.251974,Normal
8,-0.664636,0.903864,0.518797,Normal
23,0.858541,0.220358,0.55903,Normal
10,-1.0611,0.628912,0.760677,Warning
5,2.70602,1.07228,0.258475,Normal
8,-0.832284,0.698016,0.230734,Normal
4,-0.283677,1.02431,0.251899,Normal
4,-1.39723,0.502704,0.986442,Critical
18,0.535021,0.838443,0.292467,Normal
10,-2.73156,1.02586,1,Critical
22,-0.730387,0.409361,0.227459,Normal
2,-0.303206,0.192944,0,Normal
19,1.99061,0.985897,0.469441,Normal
13,1.86601,0.467447,0.340345,Normal
12,0.778801,1.26904,0.589899,Normal
19,-1.8405,0.391031,0.430189,Normal
9,3.06989,0.922811,0.412031,Normal
12,1.04566,0.066666,1,Warning
19,3.17803,1.18946,0.595147,Normal
23,1.66793,0.732482,0.622194,Warning
4,-0.924971,0.277316,0.470249,Normal
21,1.07167,0.457891,0.809219,Warning
15,0.275237,1.31632,0.226375,Warning
3,-0.551781,0,0.173694,Normal
17,0.0741475,1.28472,0.68064,Normal
13,1.03348,0.807413,0.933039,Warning
17,0.466547,0,0.448943,Normal
3,2.95234,0.439424,0.730445,Warning
3,-3.20709,1.06615,0.759004,Warning
6,-0.327769,0.141908,0.437039,Normal
12,-3,0.950937,1,Critical
16,-1.09783,1.26434,0.531662,Normal
2,0.360064,0.53692,0.16973,Normal
7,0.171024,0.929133,0.438577,Normal
17,3.73787,0,1,Critical
21,-1.62422,0.658007,0.843437,Warning
6,0.357496,0.502815,0.0681909,Normal
0,-0.961195,0.609898,0.159735,Normal
19,-1.64059,0.100992,0.671094,Warning
18,0.0645384,0.877166,0.189483,Normal
6,0.179632,0,0.642623,Normal
23,1.18321,1.19779,0.540884,Normal
0,-0.141318,0.194199,0.220994,Normal
13,1.22139,0.823511,0.558753,Normal
7,-0.246364,0.942725,0.244423,Normal
14,0.939046,0.458087,0.620052,Warning
13,-1.67007,1.04838,0.745136,Warning
19,-0.440503,0.687575,0.312852,Normal
14,-0.518097,0.819691,0,Normal
5,0.29375,0.905444,0.364739,Normal
15,-0.154914,0.178887,0.352753,Normal
23,2.24586,0.259221,1,Warning
21,2.13171,0.128481,1,Critical
17,-0.768944,0,0.21293,Normal
22,0.241206,0.298755,0.758716,Normal
1,1.43976,1.25926,0.458623,Normal
10,-2.11197,0.19368,0.981053,Critical
1,-0.0450988,0.750233,0,Normal
6,0.4257,1.0179,0.536148,Normal
5,-1.47416,0.570348,1,Critical
4,0.259132,0.760915,0.627949,Normal
19,2.0581,0.740855,0.591205,Normal
16,1.92525,0.893875,1,Critical
10,1.5861,0.423652,0.874013,Warning
10,0.750323,0.82403,0.377507,Warning
6,-3.20201,0.431601,0.99275,Critical
6,1.91165,1.14101,1,Critical
2,-0.202519,0.0670481,0.327878,Normal
17,0.732315,1.09538,0.0544037,Normal
19,0.866526,0.413131,0.624134,Warning
17,0.940313,0.615434,0.228569,Normal
4,-1.95571,1.28453,0.609125,Normal
7,0.0893576,0.177133,0.158615,Normal
11,-0.196366,0.807734,0.642783,Normal
15,-0.153915,0.859942,0.433384,Normal
19,-0.973964,1.17833,0,Normal
21,0.802739,0.414937,0.625652,Warning
21,-0.348806,0.355958,0.344471,Normal
23,2.56028,0.583739,1,Critical
7,2.73443,0.276619,0.497516,Normal
21,3.00092,0.96011,0.685273,Warning
9,-0.966062,0.395696,0.358415,Normal
15,-0.364867,0.660204,0.225799,Normal
4,0.597958,0.580429,0.627087,Warning
10,-1.33901,0.709535,0.600213,Warning
5,1.17195,0.281026,0.928343,Warning
19,0.488715,0.757755,0.362181,Normal
22,-0.398679,0.57603,0.331497,Normal
11,1.36196,0.611506,0.834849,Warning
20,2.6942,0.526473,1,Critical
6,1.79322,0.880239,0.76905,Warning
10,0.563826,0.21789,0.414361,Normal
5,-0.706271,0.799325,0.250368,Normal
12,-0.768385,0.585854,0.25581,Warning
3,0.825618,0,0.414533,Normal
19,-1.56828,1.18362,0.908962,Critical
2,0.287178,0.979818,0.176244,Normal
8,-0.151113,1.18808,0.292419,Normal
0,-0.550006,0.934759,0.0339456,Normal
4,0.485076,0.623529,0.30728,Normal
2,0.800105,1.24366,0.454432,Normal
6,-2.34939,0,0.627641,Warning
11,0.789183,0.419924,0.596998,Warning
20,-0.251175,1.80698,0.210794,Normal
22,-0.40466,0.698923,0.537571,Normal
16,-0.00719427,0.958908,0,Normal
9,3.98061,1.3413,1,Critical
6,0.109438,0,0.501535,Normal
6,1.2971,0.326769,0.680474,Warning
1,-0.866221,0.659832,0.291582,Normal
11,0.546863,0.940808,0.163927,Warning
18,-0.806005,0.704269,0,Normal
14,2.34175,0.603014,0.662784,Warning
1,-2.84935,0.911939,0.380208,Normal
12,0.513452,0.52992,0,Normal
1,0.453275,0,0.795373,Warning
20,0.123573,0.576518,0.0654437,Normal
21,0.421698,1.56205,0.0993835,Normal
5,1.29139,1.24666,1,Critical
23,1.806,0.626212,0.213812,Normal
13,0.176376,1.07569,0.515674,Normal
22,-1.47231,0.284964,0.57658,Normal
2,-0.141792,0.494733,0,Normal
10,-1.88167,1.18605,0.6876,Warning
22,-0.519036,0.335091,0.35393,Normal
22,0.370961,0.821617,0.508544,Normal
9,-1.62232,0.568866,0.418663,Normal
11,-0.363144,1.541,0.39779,Normal
17,0.825006,0.395305,0.285733,Normal
18,1.39983,1.15008,0.603732,Warning
18,-0.341387,0.227344,0.402425,Normal
18,2.35689,0.473414,0.373017,Normal
20,0.891982,0.40317,0.165443,Normal
4,-0.943841,0.559191,0.0333518,Normal
17,-0.357421,0.413832,0.258138,Normal
5,-2.16898,0.859009,0.674658,Warning
15,0.229785,0.36074,0.328794,Normal
15,-0.0836434,0.443262,0,Normal
6,-2.57834,0.64568,0.829595,Warning
15,-0.0904918,0.412262,0.71173,Normal
18,0.38965,0.85645,0.462182,Normal
9,4.37125,0.0566498,0.823481,Warning
11,0.369923,0.173248,0.348482,Normal
19,1.29154,0.843754,1,Critical
11,-1.10863,0.00733165,0.727228,Warning
6,-0.706962,0.704371,0.271527,Normal
6,-1.28159,0.717191,0.663643,Warning
1,0.422728,1.33802,0.295491,Normal
3,-2.77084,0,0.945539,Critical
16,0.0587014,0.806922,0.166325,Normal
19,0.288454,0.47845,0.638858,Normal
17,-0.702679,0.746113,0.224857,Normal
22,1.4818,0.302063,0.863394,Warning
22,-1.38742,0.730494,0.706013,Warning
7,0.202637,0.661467,0.0871025,Normal
8,-2.14537,0.905865,0.50407,Normal
9,-0.642401,0.102426,0.230794,Normal
21,2.15654,1.04665,0.582689,Normal
20,-0.359651,0.723295,0.46051,Normal
7,-0.772652,0.566299,0.30351,Normal
20,-1.05804,0.833714,0.560253,Normal
14,-0.342156,0,0.0144048,Normal
18,-2.27523,0.970886,0.704336,Normal
12,-0.882714,0,0.218299,Normal
21,0.549871,0.00791622,0.400746,Normal
17,2.36203,0.800954,0.376304,Normal
16,-2.10283,0.720854,0.573085,Normal
20,0.375189,0.15868,0,Normal
18,-3,0.99394,0.828213,Warning
5,-1.83476,0.550126,0.456104,Normal
21,0.567864,0.70064,0.0392855,Normal
23,0.336191,0.459149,0,Normal
13,-2.79495,0.568034,0.837308,Warning
8,-0.867058,1.04049,0,Normal
16,-0.887344,0.367052,0.439036,Normal
12,-1.56896,0.51456,0.498539,Normal
13,3.11319,1.0467,0.786625,Warning
1,-2.65253,0.265421,0.809781,Warning
22,-0.373234,0.87842,0.0636044,Normal
5,-0.970564,0.438968,0.170952,Normal
9,0.41944,0.321934,0.0594267,Normal
20,1.16442,1.04967,0.456495,Normal
13,-1.10491,0.283252,0.735796,Warning
22,-3,0.669636,0.860885,Warning
18,-0.967549,0.24458,0.572784,Normal
23,-1.96338,0.00165617,0.634556,Warning
6,0.847887,0.924649,0.391312,Warning
12,-0.235051,0.658231,0.176276,Normal
10,-2.55434,0.660415,0.843763,Warning
11,-1.07845,0.252223,1,Warning
23,-1.1827,1.00572,1,Warning
8,-1.2231,0.736693,0.768303,Warning
0,0.326533,0,0.0903399,Normal
12,-3,0.722391,0.707394,Warning
3,0.520774,0.884791,0.204804,Normal
15,-0.24867,0.815546,0.117295,Normal
13,1.41062,0.736768,0.386947,Normal
13,0.22627,0.403984,0.451685,Normal
2,1.88264,0.674876,0.839474,Warning
14,0.811929,0.188864,0.0834542,Normal
6,-1.92799,0.370626,0.930751,Critical
21,-1.43525,0.859159,1,Critical
11,-2.33851,0.688518,0.98178,Critical
8,-0.262556,0.772057,0.338802,Warning
19,-0.742027,0.192028,0.02509,Normal
13,0.903698,0.781,0.467174,Normal
5,-0.103873,0.167692,0.744096,Warning
3,0.71476,0.371232,0.0591333,Normal
13,0.0619327,0.443305,0.450718,Normal
16,0.857248,0.361908,0.174054,Normal
8,0.746078,0.551566,0.374051,Normal
6,0.523399,0.393141,0.245479,Normal
9,-2.03805,0.650867,1,Critical
17,1.3953,0.610531,0.554836,Normal
0,-1.87906,0.112127,0.777457,Warning
18,-1.99892,0.0481628,0.760386,Warning
0,0.0108291,0.783463,0.188823,Normal
8,-0.976194,0.42379,0.339788,Normal
18,-1.48489,0.344631,0.864218,Warning
20,2.2345,0.766756,0.918094,Critical
22,3.47148,0.648916,1,Critical
11,3.21917,0.431647,0.569636,Normal
22,0.521232,1.03111,0.136651,Normal
4,1.28999,0.625882,0.569635,Warning
18,0.7602,0,0.0306153,Normal
0,-0.561294,0.136944,0.673766,Normal
21,-1.44261,0.657855,0.499308,Normal
1,-1.97344,0.0988194,0.669931,Warning
12,1.1598,0.192936,0.455436,Normal
17,0.727019,0.825471,0.165748,Normal
3,-2.38585,0.285961,0.842565,Warning
3,0.0359413,0.394936,0.0904624,Normal
13,0.377766,0.962513,0,Normal
3,-1.48672,0.000878433,1,Critical
16,2.00318,0.572597,0.81186,Warning
3,0.307087,0.901116,0.523929,Normal
18,0.241299,1.04262,0,Normal
5,2.34298,1.05665,0.474716,Normal
8,-3.42731,0.649453,0.406248,Normal
2,-2.1305,0.982462,0.556444,Normal
15,-0.41891,0.597182,0.0883369,Normal
19,-2.57128,0.771655,0.970493,Critical
17,1.38417,0.858114,0.854124,Warning
0,0.668277,0.815846,0.324086,Normal
16,0.543761,0.442209,0.36627,Normal
10,-0.0415182,0.565122,0.201965,Normal
3,2.42489,0.229301,1,Warning
3,1.56855,0.651011,0.581105,Normal
1,0.0250927,0.105374,0.132789,Normal
16,1.91015,1.34334,0.57729,Warning
18,-0.851674,0.623534,0.191603,Normal
5,1.217,0.100358,0.237753,Normal
13,-0.0244891,1.62662,0,Normal
14,-0.288943,0.600273,0.374741,Normal
5,0.86053,1.13472,0.170592,Normal
13,2.23454,1.0477,0.958729,Critical
18,-2.46022,1.42092,0.948162,Critical
9,-3,0.795397,0.255594,Normal
3,-2.45356,0.0254591,0.817739,Warning
19,2.28041,0.145405,0.642958,Warning
20,-0.052611,0.344341,0,Normal
17,-1.96915,0.476313,0.583251,Normal
13,2.17947,0.120165,0.783045,Warning
7,2.99354,0.130057,0.822921,Warning
10,0.6126,0,0.711663,Warning
8,-0.102333,0.764682,0.0529773,Normal
10,1.09298,0,0.407313,Normal
17,0.356478,0.775786,0.19295,Normal
7,-0.0362063,0.569753,0.209134,Normal
18,0.461234,0.485547,0.252497,Normal
13,0.434724,0.762424,0.150053,Normal
7,-2.33801,0.743686,0.953115,Critical
23,-2.55289,0.324844,1,Critical
0,0.428848,0.648476,0.138292,Normal
5,-1.88138,1.39144,0.536341,Normal
6,-2.33328,0,0.558521,Warning
19,-0.0895461,1.18955,0.109703,Normal
15,3.1701,0.297394,0.392457,Normal
20,2.13374,0.306871,0.240426,Normal
11,0.0621272,0.0949477,0.171177,Normal
4,-2.95531,0.927756,0.820098,Warning
12,-0.515034,0.540589,0.58914,Normal
10,1.66346,1.00722,0.801212,Critical
2,0.397333,0.653885,0.594962,Normal
18,-0.153485,0.793652,0.249394,Normal
11,-0.576702,0.625039,0.0477189,Normal
8,-0.738054,1.60319,0,Normal
0,0.763286,0.0974592,0.029871,Normal
23,-0.131935,1.29521,0.256609,Normal
3,0.00811472,0.905405,0.510482,Normal
10,0.587521,0.161213,0.315395,Normal
22,1.35206,0.607055,0.630075,Warning
3,-0.736558,0.490147,0,Normal
17,0.360631,0.113664,0.435735,Warning
13,1.07097,1.57218,0.538922,Normal
18,0.354627,0,0.268697,Normal
0,0.0197484,1.01254,0.0209908,Normal
16,0.0508747,0.981194,0.310601,Normal
15,2.70769,0.499417,0.626256,Warning
7,2.26312,0.836657,1,Critical
5,-2.06196,0.246394,0.650137,Warning
1,0.458067,0.45246,0.305943,Normal
7,0.199142,0.264466,0,Normal
15,0.0765648,0.144922,0.23233,Normal
16,1.05439,0.786706,0.832048,Warning
22,-1.22546,0.342757,0.798741,Warning
2,1.16002,1.16933,0.31258,Normal
18,-0.908277,0.899754,0,Normal
2,3.92309,0.585729,0.79189,Warning
7,0.435914,0.486066,0.131058,Normal
7,-3.15752,0.864147,0.914938,Critical
19,-2.0093,0.775275,0.905782,Critical
4,1.21333,0.0416901,0.772348,Warning
1,0.0015758,0.842068,0,Normal
10,0.0474178,0.940689,0.480585,Normal
4,-2.24832,0.583955,0.740474,Warning
4,0.769273,0.520177,0.364169,Normal
8,-1.15663,0.368444,0.679144,Warning
21,-0.183108,0.434991,0.300439,Normal
4,-0.138325,0.531127,0,Normal
0,-2.11881,0.680066,0.506836,Normal
17,-0.215036,1.24194,0.139875,Normal
18,0.322491,0.841193,0.365541,Normal
1,-2.13323,0.346649,0.626772,Critical
20,-2.57717,1.5505,0.458982,Normal
21,0.276898,0.534008,0.586819,Normal
14,3.47897,0.849283,0.56462,Normal
15,-3,0.580345,0.83074,Warning
1,-0.0312425,1.14908,0.389462,Normal
5,0.806435,0.773987,0.491883,Normal
10,0.819375,1.94035,0.628648,Warning
13,-0.019246,0.656384,0.595674,Normal
0,-1.15329,0.482192,0.581889,Normal
15,-1.35657,0.335178,0.551692,Normal
20,-0.46266,1.0583,0.393948,Normal
10,-0.687624,0.725703,0.280663,Normal
14,-1.2679,1.51165,1,Critical
13,-2.35453,0.534319,0.764261,Warning
6,3.40845,0.966637,0.884136,Warning
12,-2.82627,0.277301,0.684201,Warning
22,2.92086,0.950067,0.908353,Critical
2,2.01634,1.13859,0.505056,Normal
1,-0.362581,1.22649,0.441318,Normal
15,0.664866,0.383692,0.414034,Warning
22,0.849686,1.05634,0.391749,Normal
18,2.84693,1.07466,0.426442,Normal
17,0.31576,0,0,Normal
5,0.433943,0.94915,0,Normal
22,-1.73125,0,0.329275,Normal
14,2.04981,0,0.955688,Critical
5,1.6732,0.333373,0.996136,Critical
16,-3,0.480251,0.998939,Critical
17,-0.5574,1.03363,0.528374,Normal
7,-0.747464,1.12477,0,Normal
12,-0.857176,0,0,Normal
11,-0.164144,0.0848934,0.475169,Normal
12,-1.82959,0.913201,0.858413,Warning
6,-1.11779,0.394501,0.974729,Warning
6,-2.23493,0.0510323,0.261106,Normal
12,-0.235743,0.687755,0.224178,Normal
21,0.106482,0,0.460275,Normal
10,2.26023,0.435009,0.697362,Warning
5,0.300612,0.443698,0,Normal
17,1.21888,0.438338,1,Critical
6,-3.60573,0.149706,0.868906,Warning
10,1.24119,0,0.828028,Warning
17,-2.10448,0.817213,0.687614,Warning
10,-0.774337,0.759363,0.0657078,Normal
16,-0.00465351,1.09661,0.0887449,Normal
20,1.27939,0.945961,0.523165,Normal
1,-1.98804,0.465974,0.42821,Normal
22,1.63538,0.0270047,0.493419,Normal
10,-0.0666583,0.668569,0,Normal
11,1.02373,0.491706,0.411289,Normal
2,1.51849,1.36711,0.752497,Warning
2,-1.37239,0.940949,0.919873,Critical
5,0.345314,0.788537,0.123707,Normal
5,-0.261563,0.972179,0.368535,Normal
11,0.0601733,0.867574,0.171255,Normal
7,0.0701372,0.906417,0.371727,Warning
0,0.503673,0.684198,0.254962,Normal
18,1.14661,0.584324,0.509496,Normal
22,3.42728,1.01163,0.681204,Warning
18,-0.476524,1.3271,0.193451,Normal
6,-0.190737,0.649858,0.521798,Normal
14,-0.283713,0.717571,0.67912,Normal
14,-2.42177,0.000571204,0.796058,Warning
3,-2.6177,0.312143,0.916545,Critical
4,-1.81131,1.12275,0.992315,Critical
8,-3.48087,0.684113,0.592494,Normal
0,-0.675897,0.63477,0.447415,Normal
17,-3,0.521974,0.779094,Warning
22,-1.77854,0.868125,0.789997,Warning
19,0.0774686,0.122392,0.414638,Normal
14,-0.419866,0.763924,0.249562,Normal
20,0.775829,0.261046,0.287346,Normal
0,2.79606,0.359668,0.966582,Critical
9,-3,0.829906,0.796778,Warning
18,-1.01507,0.212346,0.752755,Warning
8,0.0903351,1.34616,0,Normal
1,0.49736,0,0.1666,Normal
10,0.623568,0.709241,0.704439,Warning
23,0.401661,0.334646,0.247971,Normal
22,1.28743,0.830699,1,Critical
3,4.28659,0.695873,0.69286,Warning
7,-2.26567,1.46549,1,Critical
17,-0.600818,0.678272,0.241791,Normal
14,-0.456282,0.573292,0.50225,Normal
10,0.588042,0.719047,0.359721,Normal
21,3.3536,0,0.890153,Warning
12,-1.76276,0.852892,0.304714,Normal
11,-1.6514,0.611653,0.579629,Normal
11,-0.27074,0.00460456,0.383148,Normal
20,-2.78372,0.474353,0.396768,Normal
10,-0.670782,1.2119,0.740881,Warning
9,-2.80099,0.620604,1,Critical
0,-0.956771,0.277893,0.243157,Normal
11,-3,0.935092,0.813603,Warning
20,-0.98053,0.684261,0.580507,Normal
14,0.556952,0.221063,0.270704,Normal
15,-0.11001,1.14887,0.492119,Normal
10,2.02572,0.272148,0.876623,Warning
16,0.174969,0.736242,0,Normal
9,0.465234,0.483061,0,Normal
7,0.520778,0.579674,0.385209,Normal
20,-2.54866,0.598339,0.672002,Warning
1,0.245767,0.223727,0.193128,Normal
13,0.579715,0.839875,0.0181318,Normal
5,0.280996,0.19382,0.430208,Normal
1,2.09257,0.296654,0.517898,Normal
0,-0.362302,0.216058,0.354708,Normal
11,0.208251,0.484119,0.193983,Normal
11,-0.519806,1.2041,0.517762,Normal
1,2.1949,0.0387511,1,Critical
7,-0.883777,0.901956,0.184763,Normal
6,1.27003,1.27838,0.184322,Normal
19,0.289515,0,0,Normal
11,-1.18587,0.329846,0.884805,Warning
18,-0.476346,0.615498,0.269689,Normal
20,0.0506513,0.617145,0.549093,Normal
17,-1.49054,1.22347,0.888468,Warning
14,0.889113,0.457113,0.190995,Normal
20,-0.105245,0.54612,0.09526,Normal
6,0.0400842,1.08049,0.297636,Normal
8,-2.14819,0.225017,0.623821,Warning
15,4.22538,0.354176,0.570688,Warning
19,-0.44968,0.777114,0.130424,Normal
8,0.685131,0.771302,0,Normal
22,1.17476,0.871315,0.972591,Warning
11,0.515856,0.765376,0.222987,Normal
11,-0.558209,0.749824,0,Normal
17,-0.387032,0.712326,0.2101,Normal
7,-3.61334,0,0.618373,Warning
10,2.71698,0.920544,0.953175,Critical
10,-1.96469,0.570084,1,Critical
4,0.42033,0.0898131,0.527541,Normal
20,1.70441,0,0.924107,Critical
13,-0.827414,0.436099,0.0692455,Normal
10,-1.5857,0.397957,1,Critical
3,0.815071,0.544137,0.402724,Normal
4,0.436807,0.681572,0.64989,Warning
11,0.512257,0.441158,0,Warning
18,0.269837,0.43644,0.216893,Normal
18,-3,0.732992,0.652927,Warning
15,0.285507,0.600663,0.622201,Normal
5,2.30738,0.302291,1,Critical
10,0.213596,0.9332,0.380858,Normal
13,-1.19103,0.671691,0.73926,Warning
